index,BVDV_result,IgG_Status,Species,abdomen_pingsounds,abdomenauscultation_notes,age_units,age_weeks,age,anaplasma_centrale_result,anaplasma_marginale_result,attitude,babesia_bigemina_result,babesia_bovis_result,bedding,bedding_dryandclean,birth_witness,birthlocation,breed_name,breed,calf_bcs,calfgrouphousing_enoughspace,calfhousedwithdam,calfhousewithotherlivestock,coccidia_result,coccidia_species_result,colostrumwithin24hours,continuousaccesstodamfirst24hours,corona_result,cough_score,coughing,crackles,crypto_result,dam_ageparturition_years,dam_alive,dam_bcs1to5,dam_deathwithin2weeksparturition,dam_milkyield_liters,dam_motheringinstinct,dam_vaccines2monthsbeforedelivery,dam_vaccines_type,district,ear_score,ecoli_result,eye_score,fecal_score_Y1Y2,feces_blood,feedingfrequency,feedmilkormilkreplacer,feedmilkormilkreplacer_liters,generalnotes,heart_abnormalsounds,heart_rate_perminute,housingseparatefromherd,increased_respiratoryeffort,jointsexam,jointsexam_notes,kebele,lungsounds_muffled,m_hemolytica_result,medicationsincebirth,medicationsincebirth_dewormer,medicationsincebirth_oralelectrolytes,medicationsincebirth_other,medicationsincebirth_vitamins,nasaldischarge_score,navel,naveldesinfection,navelexam_notes,p_multocida_result,parasitology_other_result,parity,peristalticsounds_increased,proceduredone_branding,proceduredone_castration,proceduredone_dehorning,proceduredone_earnotch,proceduredone_taildocking,prod_system,reasonnocolostrumfedwithin24hours,rectal_temp,rectal_temp_score,respiratory_rate_perminute,result_ADV,result_BRSV,result_IBR,result_IgG,result_IgG_concentration,result_PIV3,result_RID,result_ascaris,result_fasciola,result_monezia,result_paramphistom,result_salmonella_enterica,result_schistosoma,result_strongly,result_trichuris,rota_result,ruminalcontractions_perminute,sex,signsofillness_birthdefects,signsofillness_bleedingorifices,signsofillness_bloat,signsofillness_circling,signsofillness_cloudyeyes,signsofillness_collapse,signsofillness_cough,signsofillness_diarrhea_notbloody,signsofillness_difficulturination,signsofillness_difficultybreathing,signsofillness_headtilt,signsofillness_lameness,signsofillness_nasaldischarge,signsofillness_navelinfection,signsofillness_notsuckling,signsofillness_oculardischarge,signsofillness_other,signsofillness_predation,signsofillness_sincebirth,signsofillness_straindefecate,signsofillness_swollenjoints,signsofillness_trauma,sire,supplementalfeed,supplementalfeed_frequency,test_kit,thoracicauscultation_notes,timeofbirth,typedelivery,typeofvaccinesreceived,vaccinationssincebirth,watergiven,watergiven_frequency,watergiven_independentwatertrough,weaned,weaned_accesstowater_hours_rainyseason,weaned_agemonths,weaned_concentratefed_dryseason,weaned_concentratefed_rainyseason,weaned_grazinghours_dryseason,weaned_grazinghours_rainyseason,weaned_hay_dryseason,weaned_hay_rainyseason,wheezes,year,logage
650,0,NA,NA,NA,NA,months,48,12,NA,NA,Bright/Alert,NA,NA,no,yes,NA,NA,NA,Improved/Crossbred,NA,yes,yes,yes,NA,NA,yes,yes,NA,0,no,no,NA,7,yes,4,NA,8,good,NA,NA,Sululta,0,NA,0,NA,no,Twice/day,yes milk,NA,NA,NA,NA,no,0,normal,NA,NA,NA,NA,no,no,no,NA,no,0,normal,no,NA,NA,NA,3,NA,no,no,no,no,no,Peri-urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,yes,twice a day,NA,NA,NA,normal,NA,no,yes,twice a day,no,no,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,2.4849066497880004
651,0,NA,NA,NA,NA,months,12,3,NA,NA,Bright/Alert,NA,NA,no,yes,NA,NA,NA,Improved/Crossbred,NA,yes,yes,yes,NA,NA,yes,yes,NA,0,no,no,NA,7,yes,3,NA,3,good,NA,NA,Sululta,1,NA,1,NA,no,Twice/day,yes milk,NA,NA,NA,64,no,0,normal,NA,NA,NA,NA,no,no,no,NA,no,0,normal,no,NA,NA,NA,3,NA,no,no,no,no,no,Peri-urban,NA,38,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,yes,twice a day,NA,NA,NA,normal,NA,no,yes,twice a day,no,no,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,1.0986122886681098
652,0,NA,NA,NA,NA,months,72,18,NA,NA,Bright/Alert,NA,NA,no,yes,NA,NA,NA,Improved/Crossbred,NA,yes,yes,yes,NA,NA,yes,yes,NA,0,no,no,NA,4,yes,3,NA,NA,good,NA,NA,Sululta,0,NA,0,NA,no,Twice/day,yes milk,NA,NA,NA,52,no,0,normal,NA,NA,NA,NA,no,no,no,NA,no,0,normal,no,NA,NA,NA,1,NA,no,no,no,no,no,Peri-urban,NA,38.8,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,no,NA,NA,NA,NA,normal,NA,no,yes,twice a day,no,no,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,2.8903717578961645
653,0,NA,NA,NA,NA,months,12,3,NA,NA,Bright/Alert,NA,NA,no,yes,NA,NA,NA,Improved/Crossbred,NA,yes,yes,yes,NA,NA,yes,yes,NA,0,no,no,NA,7,no,NA,yes,NA,NA,NA,NA,Sululta,0,NA,0,NA,no,Twice/day,yes milk,NA,NA,NA,52,no,0,normal,NA,NA,NA,NA,no,no,no,NA,no,0,normal,no,NA,NA,NA,3,NA,no,no,no,no,no,Peri-urban,NA,38.5,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,no,NA,NA,NA,NA,normal,NA,no,yes,twice a day,no,no,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,1.0986122886681098
654,0,NA,NA,NA,NA,months,12,3,NA,NA,Bright/Alert,NA,NA,no,yes,NA,NA,NA,Improved/Crossbred,NA,yes,yes,yes,NA,NA,yes,yes,NA,0,no,no,NA,9,yes,3,NA,1.5,good,NA,NA,Sululta,0,NA,0,NA,no,Twice/day,yes milk,NA,NA,NA,60,no,0,normal,NA,NA,NA,NA,no,no,no,NA,no,0,normal,no,NA,NA,NA,5,NA,no,no,no,no,no,Peri-urban,NA,38.7,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,no,NA,NA,NA,NA,normal,NA,no,yes,twice a day,no,no,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,1.0986122886681098
655,0,NA,NA,NA,NA,months,32,8,NA,NA,Bright/Alert,NA,NA,no,yes,NA,NA,NA,Local,NA,yes,yes,yes,NA,NA,yes,yes,NA,0,no,no,NA,5,yes,3,NA,0.5,good,NA,NA,Sululta,0,NA,0,NA,no,Twice/day,yes milk,NA,NA,NA,64,no,0,normal,NA,NA,NA,NA,no,no,no,NA,no,0,normal,no,NA,NA,NA,2,NA,no,no,no,no,no,Peri-urban,NA,39.3,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,no,NA,NA,NA,NA,normal,NA,no,yes,twice a day,no,no,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,2.0794415416798357
656,0,NA,NA,NA,NA,months,32,8,NA,NA,Bright/Alert,NA,NA,no,yes,NA,NA,NA,Improved/Crossbred,NA,yes,yes,yes,NA,NA,yes,yes,NA,0,no,no,NA,4,yes,3,NA,2,good,NA,NA,Sululta,0,NA,0,NA,no,Twice/day,yes milk,NA,NA,NA,64,no,0,normal,NA,NA,NA,NA,no,no,no,NA,no,0,normal,no,NA,NA,NA,1,NA,no,no,no,no,no,Peri-urban,NA,38.7,1,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,no,NA,NA,NA,NA,normal,NA,no,yes,twice a day,no,no,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,2.0794415416798357
657,0,NA,NA,NA,NA,months,72,18,NA,NA,Bright/Alert,NA,NA,no,yes,NA,NA,NA,Local,NA,yes,yes,yes,NA,NA,yes,yes,NA,0,no,no,NA,8,yes,3,NA,3,good,NA,NA,Sululta,0,NA,0,NA,no,Twice/day,yes milk,NA,highly cathaxic,NA,NA,no,0,normal,NA,NA,NA,NA,no,no,no,NA,no,0,normal,no,NA,NA,NA,5,NA,no,no,no,no,no,Peri-urban,NA,38.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,no,NA,NA,NA,NA,normal,NA,no,yes,twice a day,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,2.8903717578961645
658,0,NA,NA,NA,NA,months,96,24,NA,NA,Bright/Alert,NA,NA,no,yes,NA,NA,NA,Improved/Crossbred,NA,yes,yes,yes,NA,NA,yes,yes,NA,0,no,no,NA,6,yes,3,NA,3,good,NA,NA,Sululta,0,NA,0,NA,no,Twice/day,yes milk,NA,highly cathaxic,NA,NA,no,0,normal,NA,NA,NA,NA,no,no,no,NA,no,0,normal,no,NA,NA,NA,2,NA,no,no,no,no,no,Peri-urban,NA,38.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,no,NA,NA,NA,NA,normal,NA,no,yes,twice a day,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,3.1780538303479458
659,0,NA,NA,NA,NA,months,96,24,NA,NA,Bright/Alert,NA,NA,no,yes,NA,NA,NA,Improved/Crossbred,NA,yes,no,yes,NA,NA,yes,yes,NA,0,no,no,NA,6,no,NA,no,NA,good,NA,NA,Sululta,0,NA,0,NA,no,NA,not fed milk or milk replacer,NA,NA,NA,NA,yes,0,normal,NA,NA,NA,NA,no,no,no,NA,no,0,normal,no,NA,NA,NA,3,NA,no,no,no,no,no,Peri-urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Repeat breeder,no,no,no,no,no,Live Cover,yes,twice a day,NA,NA,NA,normal,NA,no,yes,twice a day,no,yes,NA,12,NA,NA,NA,NA,NA,NA,no,NA,3.1780538303479458
660,0,NA,NA,NA,NA,months,2,0.5,NA,NA,Bright/Alert,NA,NA,no,yes,yes,In barn,Holstein,Improved/Crossbred,NA,yes,no,yes,NA,NA,yes,yes,NA,0,no,no,NA,7,yes,3,NA,14,good,no,NA,Sululta,0,NA,0,NA,no,Twice/day,yes milk,NA,NA,NA,NA,yes,0,normal,NA,NA,NA,NA,no,no,no,NA,no,0,normal,no,NA,NA,NA,3,NA,no,no,no,no,no,Peri-urban,NA,NA,NA,NA,NA,NA,NA,adequate,2585.726,NA,adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,yes,twice a day,RID,NA,night,normal,NA,no,yes,twice a day,no,no,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,-0.6931471805599453
661,0,NA,NA,NA,NA,months,32,8,NA,NA,Bright/Alert,NA,NA,no,yes,NA,NA,NA,Improved/Crossbred,NA,yes,no,yes,NA,NA,yes,yes,NA,0,no,no,NA,8,yes,3,NA,10,good,NA,NA,Sululta,0,NA,0,NA,no,Twice/day,yes milk,NA,NA,NA,NA,yes,0,normal,NA,NA,NA,NA,no,no,no,NA,no,0,normal,no,NA,NA,NA,4,NA,no,no,no,no,no,Peri-urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,yes,twice a day,NA,NA,NA,normal,NA,no,yes,twice a day,no,no,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,2.0794415416798357
662,0,NA,NA,NA,NA,months,28,7,NA,NA,Bright/Alert,NA,NA,no,yes,NA,NA,NA,Improved/Crossbred,NA,yes,no,yes,NA,NA,yes,yes,NA,0,no,no,NA,8,yes,3,NA,10,good,NA,NA,Sululta,0,NA,0,NA,no,Twice/day,yes milk,NA,NA,NA,NA,yes,0,normal,NA,NA,NA,NA,no,no,no,NA,no,0,normal,no,NA,NA,NA,4,NA,no,no,no,no,no,Peri-urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,yes,twice a day,NA,NA,NA,normal,NA,no,yes,twice a day,no,no,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,1.9459101490553132
663,0,NA,NA,NA,NA,months,16,4,NA,NA,Bright/Alert,NA,NA,no,no,NA,NA,NA,Improved/Crossbred,NA,no,no,yes,NA,NA,yes,yes,NA,0,no,no,NA,7,yes,3,NA,8,good,NA,NA,Sululta,0,NA,0,NA,no,Twice/day,yes milk,NA,NA,NA,NA,yes,0,normal,NA,NA,NA,NA,no,no,no,NA,no,0,normal,no,NA,NA,NA,3,NA,no,no,no,no,no,Peri-urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,yes,twice a day,NA,NA,NA,normal,NA,no,yes,twice a day,no,no,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,1.3862943611198906
664,0,NA,NA,NA,NA,months,4,1,NA,NA,Bright/Alert,NA,NA,no,no,NA,NA,NA,Improved/Crossbred,NA,no,no,yes,NA,NA,yes,yes,NA,0,no,no,NA,7,yes,3,NA,8,good,NA,NA,Sululta,0,NA,0,NA,no,Twice/day,yes milk,NA,NA,NA,NA,yes,0,normal,NA,NA,NA,NA,no,no,no,NA,no,0,normal,no,NA,NA,NA,4,NA,no,no,no,no,no,Peri-urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,yes,twice a day,NA,NA,NA,normal,NA,no,yes,twice a day,no,no,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,0
665,0,NA,NA,NA,NA,months,24,6,NA,NA,Bright/Alert,NA,NA,no,no,NA,NA,NA,Local,NA,no,yes,yes,NA,NA,yes,yes,NA,0,no,no,NA,6,yes,2,NA,1,good,NA,NA,Sululta,0,NA,0,NA,no,Twice/day,yes milk,NA,NA,NA,NA,no,0,normal,NA,NA,NA,NA,no,no,no,NA,no,0,normal,no,NA,NA,NA,3,NA,no,no,no,no,no,Peri-urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,no,NA,NA,NA,NA,normal,NA,no,yes,twice a day,no,no,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,1.791759469228055
666,0,NA,NA,NA,NA,months,2,0.5,NA,NA,Bright/Alert,NA,NA,no,no,yes,In barn,Holstein,Improved/Crossbred,NA,no,yes,yes,NA,NA,yes,yes,NA,0,no,no,NA,5,yes,2,NA,9,good,no,NA,Sululta,0,NA,0,NA,no,more than twice a day,yes milk,NA,NA,NA,NA,no,0,normal,NA,NA,NA,NA,no,no,no,NA,no,0,normal,no,NA,NA,NA,1,NA,no,no,no,no,no,Peri-urban,NA,NA,NA,NA,NA,NA,NA,adequate,2958.865,NA,adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,no,NA,RID,NA,day,normal,NA,no,yes,twice a day,no,no,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,-0.6931471805599453
667,0,NA,NA,NA,NA,months,1,0.25,NA,NA,Bright/Alert,NA,NA,no,no,yes,In barn,Holstein,Improved/Crossbred,NA,no,yes,yes,NA,NA,yes,yes,NA,0,no,no,NA,2,yes,3,NA,12,good,no,NA,Sululta,0,NA,0,NA,no,more than twice a day,yes milk,NA,NA,NA,NA,no,0,normal,NA,NA,NA,NA,no,no,no,NA,no,0,normal,no,NA,NA,NA,1,NA,no,no,no,no,no,Peri-urban,NA,NA,NA,NA,NA,NA,NA,adequate,2371.738,NA,adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,no,NA,RID,NA,day,normal,NA,no,yes,twice a day,no,no,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,-1.3862943611198906
668,0,NA,NA,NA,NA,months,4,1,NA,NA,Bright/Alert,NA,NA,no,no,NA,NA,NA,Improved/Crossbred,NA,no,yes,yes,NA,NA,yes,yes,NA,0,no,no,NA,4,yes,1,NA,NA,NA,NA,NA,Sululta,0,NA,0,NA,no,Twice/day,yes milk,NA,NA,NA,NA,no,0,normal,NA,NA,NA,NA,no,no,no,NA,no,0,normal,no,NA,NA,NA,1,NA,no,no,no,no,no,Peri-urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,no,NA,NA,NA,NA,normal,NA,no,yes,twice a day,no,no,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,0
669,0,NA,NA,NA,NA,months,28,7,NA,NA,Bright/Alert,NA,NA,no,no,NA,NA,NA,Improved/Crossbred,NA,no,yes,yes,NA,NA,yes,yes,NA,0,no,no,NA,4,yes,2,NA,NA,NA,NA,NA,Sululta,1,NA,0,NA,no,Twice/day,yes milk,NA,NA,NA,NA,no,0,normal,NA,NA,NA,NA,no,no,no,NA,no,0,normal,no,NA,NA,NA,1,NA,no,no,no,no,no,Peri-urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,no,NA,NA,NA,NA,normal,NA,no,yes,twice a day,no,no,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,1.9459101490553132
670,NA,NA,NA,NA,NA,months,1,0.25,NA,NA,NA,NA,NA,no,yes,yes,In barn,Holstein,Improved/Crossbred,NA,yes,no,no,NA,NA,yes,yes,NA,NA,NA,NA,NA,4,yes,3,NA,3,poor,no,NA,Sululta,NA,NA,NA,NA,NA,Twice/day,yes milk,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,no,no,no,NA,no,NA,NA,no,NA,NA,NA,2,NA,no,no,no,no,NA,Peri-urban,NA,NA,NA,NA,NA,NA,NA,failure,685.809,NA,failure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,no,NA,RID,NA,night,assisted/dystocia,NA,no,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3862943611198906
671,NA,NA,NA,NA,NA,months,1,0.25,NA,NA,NA,NA,NA,no,yes,yes,Outside,Holstein,Improved/Crossbred,NA,yes,no,no,NA,NA,yes,yes,NA,NA,NA,NA,NA,3,yes,3,NA,7,good,no,NA,Sululta,NA,NA,NA,NA,NA,more than twice a day,yes milk,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,no,no,no,NA,no,NA,NA,no,NA,NA,NA,1,NA,no,no,no,no,NA,Peri-urban,NA,NA,NA,NA,NA,NA,NA,adequate,2958.865,NA,adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,no,NA,RID,NA,night,assisted/dystocia,NA,no,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3862943611198906
672,NA,NA,NA,NA,NA,months,1,0.25,NA,NA,NA,NA,NA,no,yes,yes,In barn,Holstein,Improved/Crossbred,NA,no,no,no,NA,NA,yes,yes,NA,NA,NA,NA,NA,9,yes,3,NA,9,good,no,NA,Sululta,NA,NA,NA,NA,NA,Twice/day,yes milk,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,no,no,no,NA,no,NA,NA,no,NA,NA,NA,4,NA,no,no,no,no,NA,Peri-urban,NA,NA,NA,NA,NA,NA,NA,adequate,2658.704,NA,adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,no,NA,RID,NA,day,normal,NA,no,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3862943611198906
673,NA,NA,NA,NA,NA,months,2,0.5,NA,NA,NA,NA,NA,no,no,yes,In barn,Holstein,Improved/Crossbred,NA,no,no,no,NA,NA,yes,yes,NA,NA,NA,NA,NA,3,yes,3,NA,6,good,no,NA,Sululta,NA,NA,NA,NA,NA,more than twice a day,yes milk,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,no,no,no,NA,no,NA,NA,no,NA,NA,NA,1,NA,no,no,no,no,NA,Peri-urban,NA,NA,NA,NA,NA,NA,NA,adequate,2958.865,NA,adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,no,NA,RID,NA,day,normal,NA,no,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6931471805599453
674,NA,NA,NA,NA,NA,months,2,0.5,NA,NA,NA,NA,NA,no,no,yes,In barn,Holstein,Improved/Crossbred,NA,no,no,no,NA,NA,yes,yes,NA,NA,NA,NA,NA,3,yes,3,NA,7,good,no,NA,Sululta,NA,NA,NA,NA,NA,more than twice a day,yes milk,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,no,no,no,NA,no,NA,NA,no,NA,NA,NA,1,NA,no,no,no,no,NA,Peri-urban,NA,NA,NA,NA,NA,NA,NA,adequate,2165.171,NA,adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,NA,no,yes,no,no,no,Live Cover,no,NA,RID,NA,night,normal,NA,no,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6931471805599453
675,NA,NA,NA,NA,NA,months,2,0.5,NA,NA,NA,NA,NA,no,yes,yes,In barn,Holstein,Improved/Crossbred,NA,no,no,no,NA,NA,yes,yes,NA,NA,NA,NA,NA,7,yes,3,NA,12,good,no,NA,Sululta,NA,NA,NA,NA,NA,Twice/day,yes milk,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,no,no,no,NA,no,NA,NA,no,NA,NA,NA,3,NA,no,no,no,no,NA,Peri-urban,NA,NA,NA,NA,NA,NA,NA,adequate,2585.726,NA,adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,NA,no,yes,no,no,no,Live Cover,no,NA,RID,NA,day,normal,NA,no,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6931471805599453
676,NA,NA,NA,NA,NA,months,1,0.25,NA,NA,NA,NA,NA,no,yes,yes,In barn,Holstein,Improved/Crossbred,NA,no,no,no,NA,NA,yes,yes,NA,NA,NA,NA,NA,8,yes,3,NA,7,good,no,NA,Sululta,NA,NA,NA,NA,NA,more than twice a day,yes milk,half to 1 liter,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,no,no,no,NA,no,NA,NA,no,NA,NA,NA,3,NA,no,no,no,no,NA,Peri-urban,NA,NA,NA,NA,NA,NA,NA,partial,1299.324,NA,partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,no,NA,RID,NA,day,assisted/dystocia,NA,no,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3862943611198906
677,NA,NA,NA,NA,NA,months,1,0.25,NA,NA,NA,NA,NA,no,no,yes,In barn,Holstein,Improved/Crossbred,NA,no,no,no,NA,NA,yes,yes,NA,NA,NA,NA,NA,10,yes,3,NA,8,good,no,NA,Sululta,NA,NA,NA,NA,NA,Twice/day,yes milk,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,no,no,no,NA,no,NA,NA,no,NA,NA,NA,5,NA,no,no,no,no,NA,Peri-urban,NA,NA,NA,NA,NA,NA,NA,adequate,2233.202,NA,adequate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Female,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,NA,no,yes,no,no,no,Live Cover,no,NA,RID,NA,night,normal,NA,no,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3862943611198906
678,NA,NA,NA,NA,NA,months,1,0.25,NA,NA,NA,NA,NA,no,no,yes,In barn,Holstein,Improved/Crossbred,NA,no,no,no,NA,NA,yes,yes,NA,NA,NA,NA,NA,9,yes,3,NA,12,poor,no,NA,Sululta,NA,NA,NA,NA,NA,more than twice a day,yes milk,NA,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,no,no,no,NA,no,NA,NA,no,NA,NA,NA,4,NA,no,no,no,no,NA,Peri-urban,NA,NA,NA,NA,NA,NA,NA,partial,1243.662,NA,partial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NA,no,no,no,no,no,Live Cover,no,NA,RID,NA,night,normal,NA,no,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3862943611198906
